city_ascii,lat,lng,country
Chyhyryn,49.0833,32.6667,Ukraine
Villanueva de Cordoba,38.3167,-4.6167,Spain
Vallo della Lucania,40.2333,15.2667,Italy
Mels,47.0497,9.4167,Switzerland
Aureilhan,43.2439,0.0967,France
Galgali,16.4160,75.4376,India
Perl,49.4667,6.3667,Germany
Andalusia,31.3101,-86.4781,United States
Zoutleeuw,50.8333,5.1036,Belgium
El Espinal,16.4906,-95.0444,Mexico
Cerveny Kostelec,50.4763,16.0930,Czechia
Cordisburgo,-19.1250,-44.3208,Brazil
Kodakandla,17.5280,79.5052,India
Busk,49.9667,24.6167,Ukraine
Nogara,45.1833,11.0667,Italy
Newstead,43.0196,-78.5223,United States
Scott,30.2398,-92.0947,United States
Barvynkove,48.9067,37.0131,Ukraine
Nadudvar,47.4167,21.1667,Hungary
Westampton,40.0168,-74.8213,United States
Minto,43.9167,-80.8667,Canada
Dunafoldvar,46.8000,18.9167,Hungary
Jalhay,50.5572,5.9642,Belgium
Zoppola,45.9667,12.7667,Italy
Incline Village,39.2639,-119.9453,United States
Glenshaw,40.5391,-79.9735,United States
Mount Pleasant,40.9625,-91.5452,United States
Cresskill,40.9405,-73.9596,United States
Earlimart,35.8824,-119.2715,United States
Morden,49.1919,-98.1006,Canada
La Libertad,16.7804,-90.1200,Guatemala
Seebad Heringsdorf,53.9543,14.1672,Germany
Hakubacho,36.6982,137.8619,Japan
Hawthorn Woods,42.2313,-88.0623,United States
Cologna Veneta,45.3167,11.3833,Italy
Volvera,44.9500,7.5000,Italy
Unterwellenborn,50.6586,11.4419,Germany
Ferreira do Zezere,39.7000,-8.2833,Portugal
Ulstein,62.3564,5.8539,Norway
Caerano di San Marco,45.7853,12.0042,Italy
Bientina,43.7072,10.6206,Italy
Reginopolis,-21.8878,-49.2250,Brazil
Middlebury,44.0043,-73.1223,United States
Marlborough,41.6338,-73.9903,United States
Yesilhisar,38.3500,35.0867,Turkey
Vigliano Biellese,45.5617,8.1117,Italy
Lakhzazra,33.0333,-7.0500,Morocco
Marcoussis,48.6417,2.2297,France
Foyos,39.5386,-0.3567,Spain
Santhia,45.3667,8.1667,Italy
Bushtyno,48.0503,23.4894,Ukraine
Sombreffe,50.5167,4.6000,Belgium
Hoquiam,46.9863,-123.9022,United States
Chandpur,22.1623,88.3602,India
Sortino,37.1667,15.0333,Italy
Vidavaluru,14.5942,80.0297,India
Tunga,11.2500,124.7500,Philippines
Brigantine,39.4138,-74.3787,United States
Teterow,53.7667,12.5667,Germany
Virginia,-22.3328,-45.0919,Brazil
Dobrada,-21.5167,-48.3939,Brazil
Le Poire-sur-Vie,46.7686,-1.5083,France
Cabrils,41.5283,2.3692,Spain
Fishersville,38.1005,-78.9687,United States
Kings Grant,34.2665,-77.8659,United States
Concordia sulla Secchia,44.9124,10.9826,Italy
Kennedale,32.6434,-97.2173,United States
Biederitz,52.1608,11.7178,Germany
Bang Len,14.0219,100.1719,Thailand
Gummadidola,17.6830,78.3700,India
Usiacuri,10.7428,-74.9758,Colombia
Reocin,43.3611,-4.0864,Spain
Lienen,52.1461,7.9739,Germany
Lambarkiyine,33.2000,-7.5000,Morocco
Conkal,21.0733,-89.5208,Mexico
San Sebastian,18.3356,-66.9949,Puerto Rico
Matawan,40.4127,-74.2365,United States
Andrushivka,50.0167,29.0167,Ukraine
Paddock Wood,51.1756,0.3955,United Kingdom
Monahans,31.6289,-103.0403,United States
Elz,50.4167,8.0333,Germany
Khajuri,21.8611,87.9480,India
Grossenluder,50.5925,9.5423,Germany
San Sperate,39.3575,9.0083,Italy
Nefasit,15.3333,39.0619,Eritrea
Dorgali,40.2916,9.5876,Italy
Plabennec,48.5019,-4.4261,France
Sao Sebastiao da Amoreira,-23.4650,-50.7608,Brazil
Langueux,48.4950,-2.7175,France
Adelsdorf,49.7112,10.8935,Germany
North Madison,41.8298,-81.0511,United States
Goundam,16.4144,-3.6708,Mali
Laishevo,55.4000,49.5500,Russia
Takieta,13.6806,8.5292,Niger
Sarzeau,47.5272,-2.7697,France
Oppenheim,49.8556,8.3603,Germany
Prairie du Sac,43.2920,-89.7353,United States
Ustyuzhna,58.8333,36.4333,Russia
La Belleza,5.8575,-73.9656,Colombia
Yasinia,48.2728,24.3747,Ukraine
Lutzen,51.2583,12.1417,Germany
York,34.9967,-81.2340,United States
Tamballapalle,13.8994,78.4203,India
Amapa,2.0528,-50.7928,Brazil
Hampstead,42.8821,-71.1709,United States
Salem,40.0540,-111.6720,United States
Canford Cliffs,50.7000,-1.9300,United Kingdom
Saint-Remy-les-Chevreuse,48.7058,2.0719,France
Gavorrano,42.9250,10.9083,Italy
Hyrum,41.6311,-111.8418,United States
Richlands,37.0878,-81.8080,United States
Ittiri,40.5908,8.5695,Italy
Kahl am Main,50.0681,9.0067,Germany
Oulad Khallouf,34.7167,-2.5833,Morocco
Zuera,41.8692,-0.7881,Spain
Schieder-Schwalenberg,51.8831,9.1831,Germany
Ladue,38.6378,-90.3815,United States
Rockland,44.1274,-69.1369,United States
Lipki,53.9500,37.7000,Russia
Simmern,49.9833,7.5167,Germany
Verkhoturye,58.8667,60.8000,Russia
Kildare,53.1569,-6.9090,Ireland
Alamo Heights,29.4828,-98.4682,United States
Kosiv,48.3150,25.0953,Ukraine
Oborniki Slaskie,51.3014,16.9147,Poland
Leporano,40.3822,17.3343,Italy
Lauta,51.4481,14.0997,Germany
Le Grau-du-Roi,43.5372,4.1367,France
Schuylkill,40.1086,-75.4982,United States
Reserve,30.0741,-90.5557,United States
Takaharu,31.9283,131.0078,Japan
Osternienburg,51.8000,12.0167,Germany
Orting,47.0966,-122.2111,United States
Ponte di Piave,45.7167,12.4667,Italy
Tuba City,36.1250,-111.2468,United States
Mono,44.0167,-80.0667,Canada
Rulzheim,49.1556,8.2936,Germany
Untergruppenbach,49.0833,9.2667,Germany
Baia Formosa,-6.3689,-35.0078,Brazil
Francisco Santos,-6.9928,-41.1378,Brazil
Monforte del Cid,38.3792,-0.7303,Spain
Kiuruvesi,63.6528,26.6194,Finland
Muzo,5.5297,-74.1044,Colombia
Signal Mountain,35.1449,-85.3457,United States
Fairmount,39.7931,-105.1712,United States
Sawang Daen Din,17.4750,103.4569,Thailand
Pratapolis,-20.7450,-46.8608,Brazil
Nonnweiler,49.6065,6.9694,Germany
Canet de Berenguer,39.6794,-0.2206,Spain
Riverside,41.0319,-73.5827,United States
Corning,39.9282,-122.1820,United States
Mauleon,46.9228,-0.7497,France
Iksane,35.1333,-3.0333,Morocco
Geroskipou,34.7609,32.4484,Cyprus
Orrville,40.8480,-81.7743,United States
Niederwerrn,50.0667,10.1831,Germany
Na Yung,17.9142,102.2403,Thailand
Aigues-Mortes,43.5667,4.1925,France
Ravinutala,15.7390,80.0800,India
East Brandywine,40.0364,-75.7505,United States
Japura,-23.4700,-52.5528,Brazil
Isperih,43.7204,26.8281,Bulgaria
Itaucu,-16.2008,-49.6078,Brazil
Ferrandina,40.5000,16.4500,Italy
Riacho dos Cavalos,-6.4428,-37.6508,Brazil
Elsmere,38.9949,-84.6017,United States
Calvisano,45.3489,10.3458,Italy
Farmville,37.2959,-78.4002,United States
Schnaittach,49.5592,11.3431,Germany
Wissen,50.7825,7.7350,Germany
Bovezzo,45.5833,10.2500,Italy
Bompas,42.7311,2.9333,France
Tanquinho,-11.9789,-39.1039,Brazil
Ballsh,40.5991,19.7359,Albania
Feurs,45.7408,4.2258,France
Saint-Maixent-l'Ecole,46.4128,-0.2081,France
Long Hill,40.6838,-74.4878,United States
Sheridan,45.0960,-123.3983,United States
Jauru,-15.3419,-58.8658,Brazil
Bembibre,42.6154,-6.4170,Spain
Torre de Moncorvo,41.2000,-7.1333,Portugal
Sanatoga,40.2498,-75.5886,United States
Bad Endorf,47.9000,12.3000,Germany
Borgentreich,51.5692,9.2411,Germany
Cagli,43.5470,12.6473,Italy
Birkenwerder,52.6833,13.2833,Germany
Kalifornsky,60.4417,-151.1972,United States
Kirk of Shotts,55.8230,-3.8040,United Kingdom
Willowbrook,41.7635,-87.9456,United States
Rio das Flores,-22.1678,-43.5858,Brazil
Itamari,-13.7778,-39.6839,Brazil
Tekmal,17.9700,78.0400,India
Dogubayazit,39.5500,44.0833,Turkey
Verkhniy Mamon,50.1678,40.3967,Russia
Springfield,30.1713,-85.6089,United States
Green Cove Springs,29.9904,-81.6807,United States
Solebury,40.3676,-75.0031,United States
Caprino Veronese,45.6000,10.8000,Italy
Tarrafas,-6.6839,-39.7608,Brazil
White Horse,40.1920,-74.7022,United States
Thames,-37.1383,175.5375,New Zealand
Cacalchen,20.9822,-89.2278,Mexico
Perry Heights,40.7977,-81.4680,United States
Kellinghusen,53.9500,9.7167,Germany
Poytya,60.7167,22.6000,Finland
Anahawan,10.2742,125.2584,Philippines
Berghom,22.8687,88.7088,India
Lake Villa,42.4184,-88.0836,United States
Colditz,51.1167,12.8167,Germany
Vijayapuri South,16.5580,79.3090,India
Guntersville,34.3670,-86.2638,United States
Grosskrotzenburg,50.0833,8.9833,Germany
Karmaskaly,54.3694,56.1778,Russia
Montvale,41.0529,-74.0499,United States
Rumlang,47.4533,8.5331,Switzerland
Aspen,39.1950,-106.8369,United States
Ione,38.3613,-120.9422,United States
Tryavna,42.8661,25.4919,Bulgaria
Kampong Lambak,4.9687,114.9458,Brunei
Joane,41.4333,-8.4167,Portugal
Legazpia,43.0550,-2.3350,Spain
Litchfield,42.8430,-71.4550,United States
Imuris,30.7667,-110.8333,Mexico
Sanluri,39.5611,8.9000,Italy
Konada,18.0167,83.5667,India
Brooksville,28.5404,-82.3903,United States
Bang Mun Nak,16.0278,100.3792,Thailand
Buhlertal,48.6933,8.1786,Germany
Mournies,35.4850,24.0130,Greece
Bestensee,52.2340,13.6307,Germany
Brecon,51.9480,-3.3910,United Kingdom
Riverside,41.8310,-87.8169,United States
Wyoming,39.2297,-84.4816,United States
Staufen im Breisgau,47.8814,7.7314,Germany
Alfonso Castaneda,15.7940,121.3000,Philippines
As,51.0000,5.5833,Belgium
West Frankfort,37.8997,-88.9301,United States
Dignagar,23.4283,87.6976,India
Novoselitskoye,44.7508,43.4369,Russia
Non Sang,16.8699,102.5640,Thailand
Queimada Nova,-8.5789,-41.4189,Brazil
Toro,41.5200,-5.3947,Spain
Iwaizumi,39.8431,141.7967,Japan
Pochinok,54.4000,32.4500,Russia
Sirmione,45.4694,10.6061,Italy
Indian Harbour Beach,28.1530,-80.5976,United States
Helmbrechts,50.2368,11.7159,Germany
Lake Park,26.7998,-80.0680,United States
Lanco,-39.4523,-72.7755,Chile
Sala Bolognese,44.6303,11.2761,Italy
Murten,46.9281,7.1169,Switzerland
San Pablo Huitzo,17.2764,-96.8825,Mexico
Lucas,33.0942,-96.5803,United States
Premnitz,52.5331,12.3331,Germany
Piedmont,35.6784,-97.7528,United States
Dubovskoye,47.4092,42.7575,Russia
Krupki,54.3250,29.1361,Belarus
Albano Sant'Alessandro,45.6858,9.7678,Italy
Minusio,46.1833,8.8167,Switzerland
Franklin,36.6831,-76.9386,United States
Moritzburg,51.1650,13.6794,Germany
Itaquara,-13.4508,-39.9408,Brazil
Herencia,39.3500,-3.3667,Spain
Habo,57.9066,14.0856,Sweden
Bad Grund,51.8089,10.2368,Germany
Obluchye,49.0000,131.0500,Russia
Jagannathpur,25.3159,87.8785,India
Yasnohirka,48.7725,37.5506,Ukraine
Bibinagar,17.4708,78.7946,India
Conover,35.7155,-81.2170,United States
Gingelom,50.7492,5.1328,Belgium
Mamurras,41.5775,19.6922,Albania
Silly,50.6500,3.9167,Belgium
Wetumpka,32.5407,-86.2052,United States
Port-Saint-Louis-du-Rhone,43.3875,4.8044,France
Lossnitz,50.6214,12.7317,Germany
Vietri sul Mare,40.6722,14.7278,Italy
Ladysmith,48.9975,-123.8203,Canada
Tuneiras do Oeste,-23.8708,-52.8758,Brazil
Venavanka,18.3975,79.3878,India
Laitila,60.8792,21.6931,Finland
East Grand Forks,47.9284,-97.0138,United States
Rangampeta,17.0820,81.9880,India
Mansfield,40.0854,-74.7149,United States
Bridgewater,44.3700,-64.5200,Canada
Talambote,35.2500,-5.1833,Morocco
Ottobeuren,47.9414,10.2994,Germany
Decimomannu,39.3112,8.9703,Italy
Janze,47.9606,-1.4992,France
Santa Isabel do Ivai,-23.0053,-53.1878,Brazil
Rodalkundi,15.6774,76.7754,India
Guaracai,-21.0283,-51.2067,Brazil
Park Hills,37.8211,-90.5050,United States
Yarmouth,43.7978,-70.1719,United States
Nova Gloria,-15.1428,-49.5708,Brazil
Messkirch,47.9928,9.1125,Germany
Sadanga,17.1667,121.0333,Philippines
Lochgelly,56.1282,-3.3111,United Kingdom
Fermignano,43.6766,12.6450,Italy
Laurel,45.6735,-108.7707,United States
Edgemere,39.2273,-76.4590,United States
Divjake,40.9964,19.5327,Albania
Freistadt,48.5117,14.5061,Austria
Southampton,40.0249,-77.5460,United States
Berg,47.9675,11.3558,Germany
Ergue-Gaberic,47.9961,-4.0225,France
Dirksland,51.7500,4.1000,Netherlands
San Damiano d'Asti,44.8344,8.0647,Italy
Morrisville,40.2074,-74.7800,United States
Rawlins,41.7849,-107.2265,United States
Cabezon de la Sal,43.3075,-4.2325,Spain
Laanoussar,33.6833,-4.8167,Morocco
Negresti,46.8403,27.4417,Romania
Tizoual,30.9925,-7.8167,Morocco
Saint-Gilles-Croix-de-Vie,46.6975,-1.9444,France
Kotturu,18.7667,83.8833,India
Narrabri,-30.3317,149.7678,Australia
Succasunna,40.8507,-74.6596,United States
Ouderkerk aan de Amstel,52.2972,4.9117,Netherlands
Airola,41.0587,14.5592,Italy
Plumsted,40.0468,-74.4852,United States
Kethepalli,17.1907,79.4468,India
Villafranca Tirrena,38.2333,15.4333,Italy
Perryton,36.3930,-100.7976,United States
Bordesholm,54.1833,10.0167,Germany
Dupadu,15.9167,79.3667,India
Chandipur,22.0528,88.2911,India
Closter,40.9733,-73.9604,United States
Le Loroux-Bottereau,47.2381,-1.3492,France
Barra de Sao Miguel,-9.8333,-35.9000,Brazil
Maliara,23.4750,87.2230,India
St. Johns,43.0005,-84.5555,United States
Trooz,50.5667,5.6833,Belgium
Ait Ali Mimoune,33.7808,-5.7822,Morocco
Khandaghosh,23.2091,87.6983,India
Terrace Heights,46.6024,-120.4482,United States
Siegsdorf,47.8234,12.6434,Germany
Barra do Sul,-26.4558,-48.6119,Brazil
Worrstadt,49.8431,8.1156,Germany
Kingscliff,-28.2617,153.5769,Australia
Frostburg,39.6506,-78.9269,United States
Kirugavalu,12.3667,76.9500,India
Dunavarsany,47.2828,19.0661,Hungary
Le Soler,42.6819,2.7933,France
Japaratinga,-9.2544,-35.2578,Brazil
Rolesville,35.9224,-78.4656,United States
Lypovets,49.2161,29.0561,Ukraine
Moulay Bou 'azza,33.2242,-6.1981,Morocco
Stra,45.4167,12.2500,Italy
Sorbiers,45.4878,4.4503,France
Bo`ston,41.8478,60.9300,Uzbekistan
Karatber,22.4977,88.0649,India
Biryusinsk,55.9500,97.8167,Russia
Mina Clavero,-31.7239,-65.0050,Argentina
Kolleti Kota,16.6260,81.2890,India
Kemer,36.6000,30.5500,Turkey
Viechtach,49.0792,12.8847,Germany
Heuchelheim,50.5833,8.6333,Germany
Turkeve,47.1000,20.7500,Hungary
Neuenburg,48.8461,8.5889,Germany
Booneville,34.6643,-88.5684,United States
Sallisaw,35.4605,-94.8070,United States
Fusignano,44.4667,11.9500,Italy
Vohburg an der Donau,48.7667,11.6167,Germany
Buryn,51.1951,33.8262,Ukraine
East York,39.9687,-76.6759,United States
Boured,34.7344,-4.0947,Morocco
Owani,40.5183,140.5678,Japan
Fabrica di Roma,42.3347,12.3003,Italy
Sitka,57.2401,-135.3153,United States
Verolanuova,45.3258,10.0758,Italy
Chiwemla,17.1528,79.6861,India
Zazeran,32.6025,51.4969,Iran
Campo Maior,39.0167,-7.0667,Portugal
Stuttgart,34.4950,-91.5485,United States
Bolgar,54.9667,49.0333,Russia
Jamkaran,34.5856,50.9072,Iran
Aksakovo,43.2608,27.8159,Bulgaria
Padron,42.7381,-8.6603,Spain
Visp,46.2922,7.8828,Switzerland
Bunyan,38.8486,35.8592,Turkey
Namsos,64.4670,11.4940,Norway
Takkellapadu,16.3111,80.4910,India
San Cesario di Lecce,40.3000,18.1667,Italy
Bouaye,47.1436,-1.6889,France
Kumphawapi,17.1151,103.0186,Thailand
Coxsackie,42.3465,-73.8624,United States
Derecske,47.3537,21.5718,Hungary
Concord,42.5450,-78.7075,United States
Mystic Island,39.5659,-74.3831,United States
Waterford,42.8044,-73.6917,United States
Cohasset,42.2363,-70.8189,United States
Dhanbela,22.9113,88.5345,India
Titz,51.0062,6.4248,Germany
Geri,35.1062,33.4195,Cyprus
Araponga,-20.6669,-42.5208,Brazil
Vera Cruz do Oeste,-25.0578,-53.8769,Brazil
Kecel,46.5250,19.2547,Hungary
Willow Street,39.9809,-76.2705,United States
Trignac,47.3181,-2.1892,France
Lansdowne,39.2365,-76.6659,United States
Allersberg,49.2500,11.2333,Germany
Elisio Medrado,-12.9458,-39.5219,Brazil
Hillsboro,32.0091,-97.1151,United States
Summit View,47.1343,-122.3468,United States
Hipadpad,12.2833,125.2333,Philippines
Vedano Olona,45.7769,8.8869,Italy
Corona de Tucson,31.9495,-110.7836,United States
Araguacu,-12.9308,-49.8258,Brazil
Habay-la-Vieille,49.7303,5.6464,Belgium
Novoli,40.3833,18.0500,Italy
Dommaranandyala,14.8644,78.3658,India
Carnoux-en-Provence,43.2564,5.5644,France
Strathaven,55.6770,-4.0650,United Kingdom
Fethiye,36.6206,29.1142,Turkey
Bushkill,40.7976,-75.3281,United States
Middleton,43.7114,-116.6155,United States
Lure,47.6831,6.4967,France
Estrela d'Oeste,-20.2878,-50.4008,Brazil
L'Aigle,48.7650,0.6275,France
Lege-Cap-Ferret,44.7931,-1.1464,France
Orocue,4.7897,-71.3392,Colombia
Toritto,41.0000,16.6833,Italy
Kerrouchen,32.7986,-5.3225,Morocco
Tha Maka,13.9203,99.7667,Thailand
As Sallum,31.5525,25.1575,Egypt
Bretowo,54.3667,18.5667,Poland
Moyeuvre-Grande,49.2528,6.0458,France
Tuscumbia,34.7204,-87.7035,United States
Vetluga,57.8556,45.7811,Russia
Tobyhanna,41.1113,-75.5211,United States
Mason,42.5806,-84.4427,United States
Vern-sur-Seiche,48.0447,-1.6003,France
Norten-Hardenberg,51.6288,9.9359,Germany
Anigandlapadu,16.8920,80.2870,India
Dauphin,51.1992,-100.0633,Canada
Ghassat,31.1697,-6.8042,Morocco
Houplines,50.6908,2.9092,France
Humboldt,35.8254,-88.9043,United States
Baiersdorf,49.6564,11.0328,Germany
Barton,42.0812,-76.4982,United States
Chantonnay,46.6869,-1.0506,France
Stockstadt am Main,49.9797,9.0639,Germany
Kavuluru,16.6303,80.5828,India
Fontaniva,45.6376,11.7522,Italy
Deliatyn,48.5286,24.6236,Ukraine
Serra dos Aimores,-17.7828,-40.2478,Brazil
North Londonderry,40.3227,-76.5867,United States
Kirchberg,50.6222,12.5256,Germany
Otterburn Park,45.5333,-73.2167,Canada
Barby,51.9667,11.8667,Germany
Bremgarten,47.3528,8.3400,Switzerland
Helena Valley Southeast,46.6175,-111.9186,United States
Sao Vicente do Sul,-29.6919,-54.6789,Brazil
Sunset Hills,38.5310,-90.4087,United States
Danagalli,12.2228,76.5714,India
Nzalat Bni Amar,34.0981,-5.4161,Morocco
Sand Lake,42.6284,-73.5477,United States
Naushahra Panwan,31.3399,74.9537,India
Lanivtsi,49.8644,26.0782,Ukraine
University of Virginia,38.0405,-78.5163,United States
Muri,47.2747,8.3417,Switzerland
Gravellona Toce,45.9333,8.4333,Italy
Neulengbach,48.1833,15.9000,Austria
Douar Mezaoura,34.5406,-4.7294,Morocco
Freeport,43.8556,-70.1009,United States
Bad Feilnbach,47.7747,12.0071,Germany
Zwingenberg,49.7225,8.6139,Germany
Audenge,44.6836,-1.0133,France
Prien,30.1601,-93.2611,United States
Guabito,9.4949,-82.6117,Panama
Imoulas,30.7436,-8.7633,Morocco
Bulaevo,54.9056,70.4439,Kazakhstan
Vyetka,52.5592,31.1808,Belarus
Tavas,37.5729,29.0710,Turkey
Campo Ere,-26.3939,-53.0778,Brazil
Nallacheruvu,14.0061,78.1758,India
Onalaska,30.8209,-95.1111,United States
Navia,43.5333,-6.7167,Spain
Boutersem,50.8500,4.8333,Belgium
Noyelles-sous-Lens,50.4306,2.8728,France
Macin,45.2456,28.1231,Romania
Bystrice pod Hostynem,49.3992,17.6740,Czechia
San Juan Talpa,13.5000,-89.0833,El Salvador
Olias del Rey,39.9433,-3.9878,Spain
Lontra,-15.9073,-44.3038,Brazil
Marcacao,-6.7700,-35.0150,Brazil
Taber,49.7847,-112.1508,Canada
Peddakadaburu,15.7660,77.3260,India
Bom Jardim de Goias,-16.2100,-52.1719,Brazil
Kadinhani,38.2397,32.2114,Turkey
Pine Lake Park,40.0017,-74.2595,United States
Entre Ijuis,-28.3600,-54.2678,Brazil
U Thong,14.3761,99.8922,Thailand
Niedercorn,49.5333,5.9000,Luxembourg
West Manheim,39.7458,-76.9430,United States
Pezenas,43.4594,3.4228,France
Luni,44.0848,10.0420,Italy
Palakurti,17.6588,79.4325,India
Los Altos Hills,37.3671,-122.1390,United States
Belvaux,49.5167,5.9333,Luxembourg
Timmapuram,17.0313,82.2462,India
Ravipadu,16.2598,80.0106,India
Mrizig,32.8467,-7.1319,Morocco
Jaszapati,47.5125,20.1417,Hungary
Magtymguly,38.4333,56.2833,Turkmenistan
Yadrin,55.9500,46.2000,Russia
Massa,43.9167,10.7500,Italy
Meximieux,45.9044,5.1944,France
Aspach,48.9667,9.3975,Germany
Altavilla Milicia,38.0422,13.5503,Italy
Santa Clara,37.1311,-113.6561,United States
Upper Makefield,40.2942,-74.9250,United States
Uedem,51.6675,6.2750,Germany
Oranienbaum,51.8036,12.4064,Germany
Phayakkhaphum Phisai,15.5183,103.1921,Thailand
Monticello,40.7455,-86.7669,United States
South Bruce Peninsula,44.7333,-81.2000,Canada
Vyshkovo,48.0581,23.4164,Ukraine
Kitzbuhel,47.4464,12.3919,Austria
Liancourt,49.3308,2.4653,France
Lakhanpur,24.6185,87.9484,India
Edson,53.5817,-116.4344,Canada
Neunburg vorm Wald,49.3467,12.3908,Germany
Tomesti,47.1333,27.7000,Romania
Bonnigheim,49.0408,9.0950,Germany
Gewane,10.1664,40.6453,Ethiopia
Pippara,16.7167,81.5500,India
Tuscania,42.4214,11.8719,Italy
Suluova,40.8313,35.6479,Turkey
Ogden,34.2656,-77.7965,United States
Guilers,48.4256,-4.5581,France
Rivolta d'Adda,45.4667,9.5167,Italy
Oberstenfeld,49.0239,9.3194,Germany
Pirambu,-10.7378,-36.8558,Brazil
Hirslen,47.3646,8.5663,Switzerland
Kahriz Sang,32.6267,51.4808,Iran
Wollerau,47.1956,8.7194,Switzerland
Pino Troinese,45.0435,7.7726,Italy
Lake of the Woods,38.3342,-77.7599,United States
Congers,41.1484,-73.9456,United States
Cairate,45.6833,8.8667,Italy
Reichertshofen,48.6667,11.4667,Germany
La Verpilliere,45.6369,5.1428,France
Ashland,39.8782,-75.0085,United States
Makaha,21.4734,-158.2103,United States
Villard-Bonnot,45.2381,5.8883,France
Redencao do Gurgueia,-9.4869,-44.5858,Brazil
Aragoiania,-16.9119,-49.4508,Brazil
Spring Valley Lake,34.4987,-117.2683,United States
Bayport,40.7460,-73.0546,United States
Keminmaa,65.8014,24.5444,Finland
Skaun,63.2814,10.0553,Norway
Wietze,52.6500,9.8333,Germany
Puerres,0.8839,-77.5039,Colombia
Savoy,40.0600,-88.2552,United States
Yuryevets,57.3167,43.1000,Russia
Pfronten,47.5833,10.5500,Germany
Janoshalma,46.2967,19.3228,Hungary
Atherton,-17.2658,145.4780,Australia
Fair Lakes,38.8530,-77.3885,United States
Tecumseh,42.0065,-83.9450,United States
Chiluvuru,16.3785,80.6146,India
Moser,52.2167,11.8000,Germany
Dover,41.6839,-73.5739,United States
Soriano nel Cimino,42.4194,12.2342,Italy
Kaligiri,14.8333,79.7000,India
North Haledon,40.9628,-74.1844,United States
Leforest,50.4372,3.0642,France
Calusco d'Adda,45.6833,9.4833,Italy
Dornstetten,48.4700,8.4994,Germany
Paris,39.6149,-87.6904,United States
La Bassee,50.5336,2.8072,France
Sirnach,47.4664,8.9997,Switzerland
Grunheide,52.4167,13.8167,Germany
Serramazzoni,44.4167,10.8000,Italy
Ponte nell'Alpi,46.1830,12.2791,Italy
Hochst,47.4592,9.6400,Austria
Salice Salentino,40.3833,17.9667,Italy
El Porvenir,14.0207,-89.6471,El Salvador
Mulakalacheruvu,13.8408,78.3056,India
Gaylord,45.0213,-84.6803,United States
Aransas Pass,27.8877,-97.1134,United States
Grafenau,48.8561,13.3969,Germany
Trevi,42.8933,12.7617,Italy
Champagnole,46.7472,5.9072,France
Khanu Woralaksaburi,16.0740,99.8574,Thailand
Ostseebad Kuhlungsborn,54.1333,11.7500,Germany
Ellicott,42.1330,-79.2361,United States
Veliki Preslav,43.1605,26.8120,Bulgaria
Carbondale,41.5714,-75.5048,United States
Arab,34.3309,-86.4991,United States
Ventanas,-32.7419,-71.4839,Chile
Monte San Giusto,43.2379,13.5946,Italy
Darley,-37.6547,144.4370,Australia
Chaiwan,17.2850,103.2281,Thailand
Kandern,47.7144,7.6608,Germany
Long Branch,38.8302,-77.2713,United States
Alvorada,-12.4800,-49.1250,Brazil
Chateauneuf-sur-Loire,47.8653,2.2222,France
Quarto d'Altino,45.5786,12.3727,Italy
San Miguel del Puerto,15.9167,-96.1667,Mexico
Neusiedl am See,47.9486,16.8431,Austria
Fairless Hills,40.1784,-74.8524,United States
Milevsko,49.4510,14.3600,Czechia
Northam,51.0393,-4.2104,United Kingdom
General Camara,-29.9050,-51.7600,Brazil
Althengstett,48.7233,8.7939,Germany
Sao Pedro dos Ferros,-20.1700,-42.5239,Brazil
Ahrensbok,54.0167,10.5833,Germany
Venegono Superiore,45.7500,8.9000,Italy
Taglio di Po,45.0000,12.2167,Italy
San Sebastian Tecomaxtlahuaca,17.3500,-98.0333,Mexico
Lugau,50.7383,12.7464,Germany
Saint-Nicolas-de-Port,48.6308,6.3022,France
Highland Heights,41.5518,-81.4691,United States
Recas,45.8014,21.5133,Romania
Guiricema,-21.0078,-42.7178,Brazil
Pocrane,-19.6200,-41.6369,Brazil
Narowlya,51.8000,29.5000,Belarus
Somers,42.6411,-87.8919,United States
Charlestown,38.4270,-85.6677,United States
Kamyanyets,52.4028,23.8083,Belarus
Ban Buak Khang,18.7057,99.1068,Thailand
Vado Ligure,44.2692,8.4361,Italy
Fletcher,35.4316,-82.5038,United States
Blankenheim,50.4331,6.6500,Germany
Birkur,18.4836,77.8003,India
Domat/Ems,46.8198,9.4545,Switzerland
Louveciennes,48.8603,2.1164,France
Macurure,-9.1678,-39.0578,Brazil
Colmenar de Oreja,40.1092,-3.3869,Spain
Santiago Yosondua,16.8833,-97.5667,Mexico
Wettringen,52.2083,7.3167,Germany
Arealva,-22.0286,-48.9111,Brazil
Langnau am Albis,47.2894,8.5414,Switzerland
Kilmore,-37.2833,144.9500,Australia
Druid Hills,33.7842,-84.3273,United States
Baxter,46.3426,-94.2793,United States
Puget-sur-Argens,43.4558,6.6842,France
Sauerlach,47.9667,11.6500,Germany
Leisnig,51.1667,12.9167,Germany
Vert-Saint-Denis,48.5669,2.6219,France
Gopalganj,22.0572,88.6182,India
Seffner,27.9981,-82.2735,United States
Vila Vicosa,38.7500,-7.4333,Portugal
Ouro Verde,-21.4894,-51.7003,Brazil
Willerby,53.7633,-0.4504,United Kingdom
Marcelino Vieira,-6.2939,-38.1669,Brazil
Ballan-Mire,47.3417,0.6131,France
Vernon,43.0660,-75.5356,United States
